"entity_id","canonical_metabolite","KEGG_ID","Pathway"
"IK_IJBIDDAZNYQSCP-VEHBBKSSSA-N","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)","C00350","Glycerophospholipid metabolism"
"IK_KHLRCNXJXSYNCK-ZIEHFRHMSA-N","GPEtn(16:0/20:5)","C00350","Glycerophospholipid metabolism"
"IK_KVMOASQARMCFEX-OBEJFMRTSA-N","PE(16:1(9Z)/P-18:1(9Z))","C00350","Glycerophospholipid metabolism"
"IK_LJIFHMULTXIFNU-KAMIUYGRSA-N","PE(18:1(11Z)/20:4(5Z,8Z,11Z,14Z))","C00350","Glycerophospholipid metabolism"
"IK_LVNGJLRDBYCPGB-LDLOPFEMSA-N","PE(18:0/18:0)","C00350","Glycerophospholipid metabolism"
"IK_MEZHYUGWUQWXOK-QPPIDDCLSA-N","PGP(i-12:0/i-22:0)","C00350","Glycerophospholipid metabolism"
"IK_MFNAKLLYSPINFZ-UHFFFAOYSA-N","6-Methylpteridine-2,4-diamine","C00350","Glycerophospholipid metabolism"
"IK_MJEVTNQRFPLLCH-QECOYPFHSA-N","DG(18:3(9Z,12Z,15Z)/15:0/0:0)","C00350","Glycerophospholipid metabolism"
"IK_MJZYBROJFJAPOE-UHFFFAOYSA-N","Stigmastanediol","C00350","Glycerophospholipid metabolism"
"IK_MNMKDPGRWWQDGI-UHFFFAOYSA-N","Dillanoside","C00350","Glycerophospholipid metabolism"
"IK_MPSATYYKSWVJNQ-NSZXNXEKSA-N","PA(6 keto-PGF1alpha/14:1(9Z))","C00350","Glycerophospholipid metabolism"
"IK_MUFCQFFNARPCRX-DAZBTBHLSA-N","DG(PGE2/16:0/0:0)","C00350","Glycerophospholipid metabolism"
"IK_MUMXFARPYQTTSL-BQBZGAKWSA-N","Met-Gln","C00350","Glycerophospholipid metabolism"
"IK_NXYCBMGKNCJXIC-CNEMSGBDSA-N","Bz-Camp","C00350","Glycerophospholipid metabolism"
"IK_NYLNHNDMNOPWAZ-ZLEFDVGRSA-N","Blumenol C glucoside","C00350","Glycerophospholipid metabolism"
"IK_OISFHODBOQNZAG-IAGOWNOFSA-N","Floionolic acid","C00350","Glycerophospholipid metabolism"
"IK_OJZPOIMVTVAAOR-LVGJWKLPSA-N","PC O-44:8 or PC 44:8e","C00350","Glycerophospholipid metabolism"
"IK_OTSBKHHWSQYEHK-UHFFFAOYSA-N","1,3-Dimethylurate","C00350","Glycerophospholipid metabolism"
"IK_OUDSFQBUEBFSPS-UHFFFAOYSA-N","N-(Carboxymethyl)-N-(2-((carboxymethyl)amino)ethyl)glycine","C00350","Glycerophospholipid metabolism"
"IK_PBROMOQAZGFDHQ-GPQOMLTASA-N","SM d43:2","C00350","Glycerophospholipid metabolism"
"IK_PHENTZNALBMCQD-UHFFFAOYSA-N","3-ureido-isobutyrate","C00350","Glycerophospholipid metabolism"
"IK_PHOSLXGWIIWDIE-IUFKAHDJSA-N","SM 20:0;2O/18:2","C00350","Glycerophospholipid metabolism"
"IK_QIBZFHLFHCIUOT-NPBIGWJUSA-N","PC 32:1","C00350","Glycerophospholipid metabolism"
"IK_QIJPWSGHURHDHJ-UHFFFAOYSA-N","2-n-Propylthiazolidine-4-carboxylic acid","C00350","Glycerophospholipid metabolism"
"IK_QVHPTAJAHUONLV-DYKIIFRCSA-N","5,16-Androstadien-3beta-ol","C00350","Glycerophospholipid metabolism"
"IK_QVRLHIRFLRXFIW-MLDHBKOMSA-N","Vertilmicin","C00350","Glycerophospholipid metabolism"
"IK_RDQUQBHPMYFYMX-XIWVQZPPSA-N","Imidazoleacetic acid ribotide","C00350","Glycerophospholipid metabolism"
"IK_REAZZDPREXHWNV-UHFFFAOYSA-N","Aplysiatoxin, 17-debromo-","C00350","Glycerophospholipid metabolism"
"IK_RWVIMCIPOAXUDG-UHFFFAOYSA-N","6,7-Dinitro-1,4-dihydroquinoxaline-2,3-dione","C00350","Glycerophospholipid metabolism"
"IK_RXFPYNAVFFDUJE-UHFFFAOYSA-N","3-hydroxychlorpropamide","C00350","Glycerophospholipid metabolism"
"IK_UCUNFLYVYCGDHP-BYPYZUCNSA-N","methionine sulfone","C00350","Glycerophospholipid metabolism"
"IK_UCYPOAPUDLUXQX-VXOKBQSKSA-N","MG(22:2(13Z,16Z)/0:0/0:0)","C00350","Glycerophospholipid metabolism"
"IK_UQZHJQWIISKTJN-QUBZPPHQSA-N","Sulfosuccinimidyl 6-(biotinamido)hexanoate","C00350","Glycerophospholipid metabolism"
"IK_URGVIWXYPWWBQO-UWEYSURVSA-N","LysoPE(P-18:1(9Z)/0:0)","C00350","Glycerophospholipid metabolism"
"IK_VHRUMKCAEVRUBK-WKELIDJCSA-N","PA(2:0/PGJ2)","C00350","Glycerophospholipid metabolism"
"IK_VISUXPRSUNICAX-VYEFPUSRSA-N","PC P-40:1 or PC O-40:2","C00350","Glycerophospholipid metabolism"
"IK_WUUWGORPQFKFQN-XDVOZUNOSA-N","TG 54:2|TG 18:0_18:1_18:1","C00350","Glycerophospholipid metabolism"
"IK_WVBBZEILYLXGFN-RBUKOAKNSA-N","Sphingosine 1-phosphate (d19:1-P)","C00350","Glycerophospholipid metabolism"
"IK_WWEKVOUOQUHVHS-UHFFFAOYSA-N","Phenytoin catechol","C00350","Glycerophospholipid metabolism"
"IK_WWSWYXNVCBLWNZ-QIZQQNKQSA-N","Fluprostenol","C00350","Glycerophospholipid metabolism"
"IK_XXHSJEOGEHODTB-CAGNHHNHSA-N","PA(14:1(9Z)/18:4(6Z,9Z,12Z,15Z))","C00350","Glycerophospholipid metabolism"
"IK_XYWRZQQANNOTTD-UHFFFAOYSA-N","Glaucamine","C00350","Glycerophospholipid metabolism"
"IK_YCXUCEXEMJPDRZ-UHFFFAOYSA-N","Ganoderic acid H","C00350","Glycerophospholipid metabolism"
"IK_YDCKQKAUVJTIHE-UHFFFAOYSA-N","2-(2-Phenylimidazo[1,2-a]pyridin-8-yl)acetamide","C00350","Glycerophospholipid metabolism"
"IK_YDNKGFDKKRUKPY-TURZORIXSA-N","C16-Ceramide","C00350","Glycerophospholipid metabolism"
"IK_YEFJYYIIBNWRQV-UHFFFAOYSA-N","3-Diphosphoglyceric acid","C00350","Glycerophospholipid metabolism"
"IK_YMGXOQLWSYJFSD-FALRGZJFSA-N","LysoPC(22:2(13Z,16Z)/0:0)","C00350","Glycerophospholipid metabolism"
"IK_YMKZESHNWGNAIE-VNTVABMMSA-N","PE 36:6e","C00350","Glycerophospholipid metabolism"
"IK_YYQVCMMXPIJVHY-ZOIJLGJPSA-N","LPC 20:2","C00350","Glycerophospholipid metabolism"
"IK_ZAVCUVYFGQXSRX-FYWRMAATSA-N","Nummularine B","C00350","Glycerophospholipid metabolism"
"IK_PEDCQBHIVMGVHV-UHFFFAOYSA-N","glycerol","C00093","Glycerophospholipid metabolism"
"IK_ASWBNKHCZGQVJV-HSZRJFAPSA-N","LysoPC(16:0)","C04230","Glycerophospholipid metabolism"
"IK_BIEOSECQPGGZMF-NAIWXXGBSA-N","PC(22:5/0:0)","C04230","Glycerophospholipid metabolism"
"IK_GOMVPVRDBLLHQC-VEJNOCSESA-N","LPC 20:4","C04230","Glycerophospholipid metabolism"
"IK_HTZINLFNXLXRBC-CQLBIITFSA-N","PC(P-16:0/0:0)","C04230","Glycerophospholipid metabolism"
"IK_IHNKQIMGVNPMTC-RUZDIDTESA-N","PC(18:0/0:0)","C04230","Glycerophospholipid metabolism"
"IK_IHNKQIMGVNPMTC-UHFFFAOYSA-N","2-Lysophosphatidylcholine","C04230","Glycerophospholipid metabolism"
"IK_JXGLGTFMAQOJBB-HEDKFQSOSA-N","LysoPC(14:1(9Z)/0:0)","C04230","Glycerophospholipid metabolism"
"IK_KJPVZTMEFPUZPC-UYQAEJRRSA-N","SM(d20:1/22:6(5Z,7Z,10Z,13Z,16Z,19Z)-OH(4))","C04230","Glycerophospholipid metabolism"
"IK_LAXQYRRMGGEGOH-JXRLJXCWSA-N","LysoPC(20:4(5Z,8Z,11Z,14Z)/0:0)","C04230","Glycerophospholipid metabolism"
"IK_LFTRJWKKLPVMNE-RCBQFDQVSA-N","Valyl-prolyl-glycyl-valyl-glycine","C04230","Glycerophospholipid metabolism"
"IK_LRTCKJJOUNZFDD-DBHIXKHWSA-N","PA(20:2(11Z,14Z)/18:1(9Z))","C04230","Glycerophospholipid metabolism"
"IK_MRNRLEVLPFVWRY-UHFFFAOYSA-N","Saringosterol 3-glucoside","C04230","Glycerophospholipid metabolism"
"IK_MRRFMOUCAPXWJC-SSCJOAGESA-N","PC(18:1(11Z)/18:3(6Z,9Z,12Z))","C04230","Glycerophospholipid metabolism"
"IK_PBBWIAQSYZNWPA-UHFFFAOYSA-N","(2S)-2-Amino-5-(diaminomethylideneamino)-4-methylpentanoic acid","C04230","Glycerophospholipid metabolism"
"IK_PCXDJQZLDDHMGX-UHFFFAOYSA-N","3-Aminopropionaldehyde","C04230","Glycerophospholipid metabolism"
"IK_PYVRVRFVLRNJLY-MZMPXXGTSA-N","PE(18:1/0:0)","C04230","Glycerophospholipid metabolism"
"IK_PZHOVOCGVTXFSM-DOFZRALJSA-N","LPC 42:4","C04230","Glycerophospholipid metabolism"
"IK_PZPIQUZUJADGQZ-NSCUHMNNSA-N","Polyanethole-sulfate","C04230","Glycerophospholipid metabolism"
"IK_RJTYSXVYCZAUHE-UHFFFAOYSA-N","4-hydroxybenzoic acid-4-O-sulphate","C04230","Glycerophospholipid metabolism"
"IK_RJYQLMILDVERHH-UHFFFAOYSA-N","4-Ipomeanol","C04230","Glycerophospholipid metabolism"
"IK_RYCNUMLMNKHWPZ-SNVBAGLBSA-N","Lysophosphatidylcholine","C04230","Glycerophospholipid metabolism"
"IK_SAAVELCIPHKGJE-UHFFFAOYSA-N","12-[Methyl-(4-nitro-2,1,3-benzoxadiazol-7-yl)amino]octadecanoic acid","C04230","Glycerophospholipid metabolism"
"IK_SKGLAZSLOGYCCA-PEFXOJROSA-N","Neuromedin N (1-4)","C04230","Glycerophospholipid metabolism"
"IK_SOLWMULEXULIEQ-OUQHJZBVSA-N","PS(20:0/18:1(12Z)-2OH(9,10))","C04230","Glycerophospholipid metabolism"
"IK_SPJAGILXQBHHSZ-UHFFFAOYSA-N","5-Benzylacyclouridine","C04230","Glycerophospholipid metabolism"
"IK_SRMRDCIUBMNQNC-MUUNZHRXSA-O","PC(22:6)","C04230","Glycerophospholipid metabolism"
"IK_SRRQPVVYXBTRQK-UHFFFAOYSA-N","LPC 17:0","C04230","Glycerophospholipid metabolism"
"IK_UAKTZILOYPPNCD-UHFFFAOYSA-N","Annohexocin","C04230","Glycerophospholipid metabolism"
"IK_UARKDOLETOEBCU-UHFFFAOYSA-N","1,9-Dimethyluric acid","C04230","Glycerophospholipid metabolism"
"IK_VWYVABSAUVXYNS-UHFFFAOYSA-N","N-Stearoyl Lysine","C04230","Glycerophospholipid metabolism"
"IK_WBBQTNCISCKUMU-IUQGRGSQSA-N","13,16,19-Docosatrienoic acid","C04230","Glycerophospholipid metabolism"
"IK_WBIQQQGBSDOWNP-UHFFFAOYSA-N","2-Dodecylbenzenesulfonic acid","C04230","Glycerophospholipid metabolism"
"IK_WJHRAVIQWFQMKF-UHFFFAOYSA-N","Alpha-Bisabolol oxide A","C04230","Glycerophospholipid metabolism"
"IK_WJXQFVMTIGJBFX-UHFFFAOYSA-N","4-Methoxytyramine","C04230","Glycerophospholipid metabolism"
"IK_WKMBZTIVAJAWBA-UHFFFAOYSA-N","(R)-1-O-[b-D-Apiofuranosyl-(1->2)-b-D-glucopyranoside]-1,3-octanediol","C04230","Glycerophospholipid metabolism"
"IK_XZZMJRBYVRSAOS-UHFFFAOYSA-N","4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one","C04230","Glycerophospholipid metabolism"
"IK_YAADMLWHGMUGQL-VOTSOKGWSA-N","Cinnamoylglycine","C04230","Glycerophospholipid metabolism"
"IK_YAICYXFUKKMAKO-DBQWNMKUSA-N","6-allyl-8b-Carboxy-ergoline","C04230","Glycerophospholipid metabolism"
"IK_YBDFPZJQBYCWBA-WMTBOZPISA-N","PE(20:3/0:0)","C04230","Glycerophospholipid metabolism"
"IK_YBGBNHHXOJXFNM-UQCMLMITSA-N","Lucidenic acid N","C04230","Glycerophospholipid metabolism"
"IK_YFFIQXNTTVSKJC-NZEOUKRFSA-N","TG 54:1","C04230","Glycerophospholipid metabolism"
"IK_YLKVIMNNMLKUGJ-BQYQJAHWSA-N","Cardanolmonoene","C04230","Glycerophospholipid metabolism"
"IK_YMAHRLYIAABQRQ-UHFFFAOYSA-N","2-(3-fluorophenyl)-4-(4-Methylpiperazin-1-yl)-1H-pyrrolo[3,2-c]pyridine","C04230","Glycerophospholipid metabolism"
"IK_YYELLDKEOUKVIQ-UHFFFAOYSA-N","Octaethyleneglycol monododecyl ether","C04230","Glycerophospholipid metabolism"
"IK_ZFFFJLDTCLJDHL-JQYCEVDMSA-N","Pregnanediol 3-O-glucuronide","C04230","Glycerophospholipid metabolism"
"IK_ZHRLECIZINSPKL-AKGZTFGVSA-N","L-Cysteinylglycine disulfide","C04230","Glycerophospholipid metabolism"
"IK_ZKMZBAABQFUXFE-UHFFFAOYSA-O","Apigenidin","C04230","Glycerophospholipid metabolism"
"IK_PEDCQBHIVMGVHV-UHFFFAOYSA-N","glycerol","C00093","Glycerophospholipid metabolism"
"IK_SUHOQUVVVLNYQR-UHFFFAOYSA-N","Glycerophosphocholine","C00670","Glycerophospholipid metabolism"
"IK_BMVUIWJCUQSHLZ-YFZGBAIXSA-N","Glycerophosphoinositol","C03819","Glycerophospholipid metabolism"
"IK_ODHCTXKNWHHXJC-VKHMYHEASA-N","L-Pyroglutamic acid","C01879","Glutathione metabolism"
"IK_WHUUTDBJXJRKMK-VKHMYHEASA-N","Glutamic acid","C00025","Glutathione metabolism"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Glutathione metabolism"
"IK_WPOCIZJTELRQMF-LFRCEIEQSA-N","16b-Hydroxyestrone","C03740","Glutathione metabolism"
"IK_WQXXXHMEBYGSBG-OLQVQODUSA-N","Cis-3,5-Diethyl-1,2,4-trithiolane","C03740","Glutathione metabolism"
"IK_NJHKGJJIKOCCMZ-YMIVKDKMSA-N","PE(22:4/0:0)","C00127","Glutathione metabolism"
"IK_NKRLKOMBOSWILK-PLACYPQZSA-N","Kinetensin 4-7","C00127","Glutathione metabolism"
"IK_XTWYTFMLZFPYCI-KQYNXXCUSA-N","ADP","C00005","Glutathione metabolism"
"IK_WHUUTDBJXJRKMK-VKHMYHEASA-N","Glutamic acid","C00025","Glutathione metabolism"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Glutathione metabolism"
"IK_LEOVWDSHDAVANJ-UHFFFAOYSA-N","4-Hydroxy benzenepropanedioate","C00077","Glutathione metabolism"
"IK_KIDHWZJUCRJVML-UHFFFAOYSA-N","1,4-diaminobutane","C00134","Glutathione metabolism"
"IK_ATHGHQPFGPMSJY-UHFFFAOYSA-N","Spermidine","C00315","Glutathione metabolism"
"IK_XTWYTFMLZFPYCI-KQYNXXCUSA-N","ADP","C00005","Glutathione metabolism"
"IK_HXXFSFRBOHSIMQ-VFUOTHLCSA-N","glucose-1-phosphate","C00103","Glycolysis or Gluconeogenesis"
"IK_LKDRXBCSQODPBY-VRPWFDPXSA-N","D-Fructose","C00085","Glycolysis or Gluconeogenesis"
"IK_DTBNBXWJWCWCIK-UHFFFAOYSA-N","Phosphoenolpyruvate","C00074","Glycolysis or Gluconeogenesis"
"IK_OSJPPGNTCRNQQC-UHFFFAOYSA-N","3-phosphoglycerate","C00197","Glycolysis or Gluconeogenesis"
"IK_JVTAAEKCZFNVCJ-UHFFFAOYSA-N","Lactic acid","C00186","Glycolysis or Gluconeogenesis"
"IK_LCTONWCANYUPML-UHFFFAOYSA-N","Pyruvic Acid","C00022","Glycolysis or Gluconeogenesis"
"IK_KDYFGRWQOYBRFD-UHFFFAOYSA-N","Succinic acid","C00036","Glycolysis or Gluconeogenesis"
"IK_KHPXUQMNIQBQEV-UHFFFAOYSA-N","Oxaloacetate","C00036","Glycolysis or Gluconeogenesis"
"IK_XOEUHCONYHZURQ-HNUBZJOYSA-N","Flurithromycin","C01159","Glycolysis or Gluconeogenesis"
"IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N","Glutamine","C00064","Purine metabolism"
"IK_OLXZPDWKRNYJJZ-RRKCRQDMSA-N","Deoxyadenosine","C00131","Purine metabolism"
"IK_UDMBCSSLTHHNCD-KQYNXXCUSA-N","Adenosine 5'-Monophosphate","C00020","Purine metabolism"
"IK_DDUHZTYCFQRHIY-UHFFFAOYSA-N","Gris-PEG","C00212","Purine metabolism"
"IK_GRSZFWQUAKGDAV-KQYNXXCUSA-N","Inosinic acid","C00130","Purine metabolism"
"IK_RJZVWDTYEWCUAR-JOCHJYFZSA-N","LPC 15:0","C00294","Purine metabolism"
"IK_UGQMRVRMYYASKQ-KQYNXXCUSA-N","Inosine","C00294","Purine metabolism"
"IK_FDGQSTZJBFJUBT-UHFFFAOYSA-N","Hypoxanthine","C00262","Purine metabolism"
"IK_PZRFVAHZNWPPAC-VBKSFVIKSA-N","PC(18:1/0:0)","C00262","Purine metabolism"
"IK_QGNYWQOMJSTUQZ-BQBZGAKWSA-N","Aspartylysine [-H2O]","C00262","Purine metabolism"
"IK_LEHOTFFKMJEONL-UHFFFAOYSA-N","Uric acid","C00059","Purine metabolism"
"IK_CIKGWCTVFSRMJU-KVQBGUIXSA-N","DGDP","C00361","Purine metabolism"
"IK_NYHBQMYGNKIUIF-UUOKFMHZSA-N","Guanosine","C00035","Purine metabolism"
"IK_HAEJPQIATWHALX-KQYNXXCUSA-N","Inosine triphosphate","C00081","Purine metabolism"
"IK_WQXXBAWHDQWCKL-XVFCMESISA-N","Phosphoribosylformylglycinamidine","C04640","Purine metabolism"
"IK_FHKRUUVTZNTHKJ-NRNNPPJOSA-N","dIDP","C01344","Purine metabolism"
"IK_ULTTYPMRMMDONC-UHFFFAOYSA-N","Lavendustin A","C00620","Purine metabolism"
"IK_NBIIXXVUZAFLBC-UHFFFAOYSA-K","Phosphate","C00002","Purine metabolism"
"IK_OIRDTQYFTABQOQ-KQYNXXCUSA-N","Adenosine","C00002","Purine metabolism"
"IK_NBIIXXVUZAFLBC-UHFFFAOYSA-K","Phosphate","C00002","Purine metabolism"
"IK_OIRDTQYFTABQOQ-KQYNXXCUSA-N","Adenosine","C00002","Purine metabolism"
"IK_XSQUKJJJFZCRTK-UHFFFAOYSA-N","Urea","C00086","Purine metabolism"
"IK_NUCLJNSWZCHRKL-UHFFFAOYSA-N","allantoic acid","C00499","Purine metabolism"
"IK_LRFVTYWOQMYALW-UHFFFAOYSA-N","Xanthine","C00385","Purine metabolism"
"IK_VSTZVCJQGSLNLL-UHFFFAOYSA-N","2-aminophenol sulphate","C00385","Purine metabolism"
"IK_WKQNRCYKYCKESD-YVHLTTHBSA-N","PC(18:3/0:0)","C00385","Purine metabolism"
"IK_HVYWMOMLDIMFJA-DPAQBDIFSA-N","Cholesterol","C00187","Primary bile acid biosynthesis"
"IK_GYJSAWZGYQXRBS-GRJZKGIBSA-N","3beta,7alpha-Dihydroxy-5-cholestenoate","C17335","Primary bile acid biosynthesis"
"IK_SATGKQGFUDXGAX-MYWFJNCASA-N","7alpha-Hydroxy-3-oxo-4-cholestenoate","C17337","Primary bile acid biosynthesis"
"IK_XHMGEKKHSKIGMI-BDBJOHPESA-N","(11R,12S,13S)-Epoxy-hydroxyoctadeca-cis-9-cis-15-dien-1-oic acid","C05446","Primary bile acid biosynthesis"
"IK_XJODGRWDFZVTKW-UHFFFAOYSA-N","N-Methyl-dl-Leucine","C05446","Primary bile acid biosynthesis"
"IK_XJZGNVBLVFOSKJ-XZULNKEGSA-N","27-Deoxy-5b-cyprinol","C05446","Primary bile acid biosynthesis"
"IK_URPXXNCTXCOATD-FXMFQVEGSA-N","PE(P-18:0/20:4)","C01301","Primary bile acid biosynthesis"
"IK_URVGHNOQCRQJTD-MELXFHLESA-N","2,3-Dinor-TXB1","C01301","Primary bile acid biosynthesis"
"IK_USFJGINJGUIFSY-XZULNKEGSA-N","3a,7a,12a-Trihydroxy-5b-cholestan-26-al","C01301","Primary bile acid biosynthesis"
"IK_ITZYGDKGRKKBSN-HKFUITGCSA-N","3alpha,7alpha-Dihydroxycoprostanic acid","C04554","Primary bile acid biosynthesis"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Primary bile acid biosynthesis"
"IK_XOAAWQZATWQOTB-UHFFFAOYSA-N","Taurine","C00245","Primary bile acid biosynthesis"
"IK_KXGVEGMKQFWNSR-LLQZFEROSA-N","deoxycholic acid","C02528","Primary bile acid biosynthesis"
"IK_RUDATBOHQWOJDD-BSWAIDMHSA-N","Chenodeoxycholic Acid","C02528","Primary bile acid biosynthesis"
"IK_GHCZAUBVMUEKKP-GYPHWSFCSA-N","glycochenodeoxycholic acid","C05466","Primary bile acid biosynthesis"
"IK_GHCZAUBVMUEKKP-PNNZQWTHSA-N","chenodeoxycholic acid glycine conjugate","C05466","Primary bile acid biosynthesis"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Primary bile acid biosynthesis"
"IK_XOAAWQZATWQOTB-UHFFFAOYSA-N","Taurine","C00245","Primary bile acid biosynthesis"
"IK_BHQCQFFYRZLCQQ-OELDTZBJSA-N","Cholic Acid","C00695","Primary bile acid biosynthesis"
"IK_RFDAIACWWDREDC-FRVQLJSFSA-N","N-Choloylglycine","C01921","Primary bile acid biosynthesis"
"IK_MSWZFWKMSRAUBD-IVMDWMLBSA-N","D-Glucosamine","C00043","Amino sugar and nucleotide sugar metabolism"
"IK_OVRNDRQMDRJTHS-OZRXBMAMSA-N","N-acetylmannosamine","C04257","Amino sugar and nucleotide sugar metabolism"
"IK_LKDRXBCSQODPBY-VRPWFDPXSA-N","D-Fructose","C00085","Amino sugar and nucleotide sugar metabolism"
"IK_WQZGKKKJIJFFOK-GASJEMHNSA-N","glucose","C00029","Amino sugar and nucleotide sugar metabolism"
"IK_GUBGYTABKSRVRQ-QKKXKWKRSA-N","lactose","C00052","Amino sugar and nucleotide sugar metabolism"
"IK_WQZGKKKJIJFFOK-SVZMEOIVSA-N","D-Galactose","C00052","Amino sugar and nucleotide sugar metabolism"
"IK_HXXFSFRBOHSIMQ-VFUOTHLCSA-N","glucose-1-phosphate","C00103","Amino sugar and nucleotide sugar metabolism"
"IK_HXXFSFRBOHSIMQ-VFUOTHLCSA-N","glucose-1-phosphate","C00103","Amino sugar and nucleotide sugar metabolism"
"IK_SHZGCJCMOBCMKK-DHVFOXMCSA-N","fucose","C00325","Amino sugar and nucleotide sugar metabolism"
"IK_NBSCHQHZLSJFNQ-QTVWNMPRSA-N","D-Mannose 6-Phosphate","C00275","Amino sugar and nucleotide sugar metabolism"
"IK_VUALREFPJJODHZ-JTCHKQLLSA-N","Chitobiose","C01674","Amino sugar and nucleotide sugar metabolism"
"IK_ZDXPYRJPNDTMRX-VKHMYHEASA-N","Glutamine","C00064","Pyrimidine metabolism"
"IK_DRTQHJPVMGBUCF-XVFCMESISA-N","Uridine","C00299","Pyrimidine metabolism"
"IK_KXSPLNAXPMVUEC-NCOIDOBVSA-N","Uridine - H2O","C00299","Pyrimidine metabolism"
"IK_ISAKRJDGNUQOIC-UHFFFAOYSA-N","Uracil","C00106","Pyrimidine metabolism"
"IK_GOLXRNDWAUTYKT-UHFFFAOYSA-N","3-Indolepropionic acid","C00460","Pyrimidine metabolism"
"IK_QHWZTVCCBMIIKE-SHYZEUOFSA-N","DUDP","C01346","Pyrimidine metabolism"
"IK_CKTSBUTUHBMZGZ-SHYZEUOFSA-N","Deoxycytidine","C00239","Pyrimidine metabolism"
"IK_PXQPEWDEAKTCGB-UHFFFAOYSA-N","Orotic acid","C00295","Pyrimidine metabolism"
"IK_UCMIRNVEIXFBKS-UHFFFAOYSA-N","Beta-alanine","C00099","Pyrimidine metabolism"
"IK_RJMIEHBSYVWVIN-UHFFFAOYSA-N","Indoprofen","C00429","Pyrimidine metabolism"
"IK_GCIVSXAHMONYLO-HMAFJQTKSA-N","6-Dehydrotestosterone glucuronide","C00178","Pyrimidine metabolism"
"IK_DHMQDGOQFOQNFH-UHFFFAOYSA-N","Glycine","C00037","Porphyrin metabolism"
"IK_ISIJQGZVIFYXMD-QMUWONGRSA-M","Adenosyl cobinamide","C06508","Porphyrin metabolism"
"IK_FDJOLVPMNUYSCM-SYUKHSAKSA-L","vitamin B12","C00194","Porphyrin metabolism"
"IK_WHUUTDBJXJRKMK-VKHMYHEASA-N","Glutamic acid","C00025","Porphyrin metabolism"
"IK_SBJCUZQNHOLYMD-UHFFFAOYSA-N","1,5-Naphthalene diisocyanate","C05768","Porphyrin metabolism"
"IK_RCNSAJSGRJSBKK-NSQVQWHSSA-N","Biliverdin","C00500","Porphyrin metabolism"
"IK_BPYKTIZUTYGOLE-IFADSCNNSA-N","Bilirubin","C00486","Porphyrin metabolism"
"IK_ZFFFJLDTCLJDHL-UHFFFAOYSA-N","3-alpha,20-alpha-Dihydroxy-5-beta-pregnane 3-glucuronide","C00430","Porphyrin metabolism"
"IK_ZGKDAEWLTNBSEJ-GHMZBOCLSA-N","Cyclopropyl-[(3S,4S)-3-(dimethylamino)-4-(hydroxymethyl)piperidin-1-yl]methanone","C00430","Porphyrin metabolism"
"IK_ZGXJTSGNIOSYLO-UHFFFAOYSA-N","5-Aminolevulinic acid","C00430","Porphyrin metabolism"
"IK_DTOSIQBPPRVQHS-PDBXOOCHSA-N","Linolenic Acid","C03242","Biosynthesis of unsaturated fatty acids"
"IK_OYHQOLUKZRVURQ-HZJYTTRNSA-N","Linoleic acid","C01595","Biosynthesis of unsaturated fatty acids"
"IK_QIQXTHQIDYTFRH-UHFFFAOYSA-N","Stearic acid","C01530","Biosynthesis of unsaturated fatty acids"
"IK_ZQPPMHVWECSIRJ-KTKRTIGZSA-N","Oleic acid","C00712","Biosynthesis of unsaturated fatty acids"
"IK_IPCSVZSSVZVIGE-UHFFFAOYSA-N","Palmitic acid","C00249","Biosynthesis of unsaturated fatty acids"
"IK_YZXBAPSDXZZRGB-DOFZRALJSA-N","Arachidonic acid","C00219","Biosynthesis of unsaturated fatty acids"
"IK_VKOBVWXKNCXXDE-UHFFFAOYSA-N","arachidic acid","C06425","Biosynthesis of unsaturated fatty acids"
"IK_MBMBGCFOFBJSGT-KUBAVDMBSA-N","Docosahexaenoic Acid","C06429","Biosynthesis of unsaturated fatty acids"
"IK_JAXWMXMFLOWKCW-UHFFFAOYSA-N","4-Hydroxyhexanoycarnitine","C06428","Biosynthesis of unsaturated fatty acids"
"IK_JAZBEHYOTPTENJ-JLNKQSITSA-N","FFA 20:5","C06428","Biosynthesis of unsaturated fatty acids"
"IK_JAZBEHYOTPTENJ-RCHUDCCISA-N","Eicosapentaenoic Acid","C06428","Biosynthesis of unsaturated fatty acids"
"IK_RGHNJXZEOKUKBD-SQOUGZDYSA-N","gluconic acid","C00198","Pentose phosphate pathway"
"IK_ULTTYPMRMMDONC-UHFFFAOYSA-N","Lavendustin A","C00620","Pentose phosphate pathway"
"IK_YTBSYETUWUMLBZ-IUYQGCFVSA-N","Erythrose","C00279","Pentose phosphate pathway"
"IK_PDWIQYODPROSQH-PYHARJCCSA-N","Deoxyribose","C01801","Pentose phosphate pathway"
"IK_LKDRXBCSQODPBY-VRPWFDPXSA-N","D-Fructose","C00085","Pentose phosphate pathway"
"IK_RBNPOMFGQQGHHO-UHFFFAOYSA-N","glyceric acid","C00258","Pentose phosphate pathway"
